	Center	Punct\cont	X	VERB	Time	N\P	S_O	KNOW	Perso?	Act				Full context
ru1010	- уж я то		я	знать	present	P	S	1						истину знаю, а знаеш ли ее ты, я проверю
ru1010	что уж я то		я	знать	present	P	S	1						лучше всех знаю кто достоин приза. Вот
ru1010	– уж я то		я	знать	past	P	S	1						об этом знал точно. У меня была коллекция
ru1010	что уж Наши то		Наши	сдать	future	P	O		1	1				никогда не за какие лаваши не сдадут.
ru1010	, уж я то		я	знать	present	P	S	1						себя знаю! и так как... Раздел каталога
ru1010	… уж я то		я	знать	present	P	S	1						себя знаю. Инвентаризация или как
ru1010	,уж я то		я	знать	present	P	S	1						точно зна !),та и годится. Тем более,что
ru1010	, уж я то		я	знать	present	P	S	1	1					точно знаю (благо 7 лет знакомы и каждый
ru1010	,уж я то		я	знать	present	P	S	1	1					точно знаю =)))) В собрании не бьют
ru1010	И уж я то		я	знать	present	P	S	1	1					точно знаю как они старались над этой песней
ru1010	что уж я то		я	знать	present	P	S	1	1					точно знаю как правильно. Даже если это
ru1010	и уж я то		я	знать	present	P	S	1	1					точно знаю кто у кого и кто чей язык знать
ru1010	, уж я то		я	знать	present	P	S	1	1					точно знаю чем надо заниматься, а чем нет
ru1010	что уж я то		я	знать	present	P	S	1	1					точно знаю что такое биться головой о стену
ru1010	, уж я то		я	знать	present	P	S	1	1					точно знаю это. Но постараться понять можно
ru1010	, уж я то		я	знать	present	P	S	1	1					точно знаю, ведь сам когда-то учился блоггингу
ru1010	, уж я то		я	знать	present	P	S	1	1					точно знаю, наградки полученные таким образом
ru1010	, уж я то		я	знать	present	P	S	1	1					точно знаю! Разведу ка я какого нибудь
ru1010	, уж я то		я	знать	present	P	S	1	1					точно знаю. В комнате тихо заиграла
ru1010	— уж я то		я	знать	present	P	S	1	1					точно их знаю, и даже слишком! Их философию
ru1010	Лимонова уж я то		я	знать	present	P	S	1	1					точно хорошо знаю и стиль его слогана и
ru1010	и уж я то		я	знать	present	P	S	1	1					хорошо знаю девчоночьи страхи темноты и
ru1010	стоит уж я то		я	знать	present	P	S	1	1					хорошо знаю эту группу . Решил быть
ru1010	, уж я то		я	знать	present	P	S	1	1					это знаю !!! А этот хрен фото , потому
ru1010	, уж я то		я	знать	present	P	S	1	1					это знаю, а все вокруг говрят что моя копия
ru1010	, уж я то		я	знать	present	P	S	1	1					это знаю, ведь это я кричу. В год
ru1010	, уж я то		я	знать	present	P	S	1	1					это знаю. А какие у нее красивые тонкие
ru1010	мне уж я то		я	знать	present	P	S	1	1					это знаю.здоровья вам всем .))))))))))))))))))
ru1010	душой уж я то		я	знать	present	P	S	1	1					это точно знаю, ну вредные иногда.... зато
ru1010	, уж я то		я	знать	present	P	S	1	1					это точно знаю. Бидж увидела в углу
ru1010	, уж ей то		ей	помочь	future	P	O		1					старенькой глядишь и помогут, вот тебе
ru1010	, уж она то		она	ошибаться	present	P	S		1					не ошибается. На показе могущественного
ru1010	и уж половину то		половину	слопать	future	N	O							слопает, если не промаргает все, толкая
ru1010	что уж эти то		эти	знать	present	P	S	1						парни и девчата точно знают, что нужно
ru1010	. уж я то		я	узнать	past	P	S		1					точно узнал про "3-ри зелёные полоски"
ru1010	а уж мы то		мы	делать	past	P	S		1	1				с братом точно это делали. Но он жив и
ru1010	, уж я то		я	потеряться	future	P	S		1					не потеряюсь ОТСЮДОВА, будь спок!
ru1010	што уж их то		их	быть востребованным	future	P	-		1					ПрафисиАнальные навыки всегда будут востребованы
ru1010	а уж они то		они	-	-	P	S							точно мои, особенно теперь. с вами рядом
ru1010	А уж я то		я	бояться	present	P	S		1					как Вас боюса :) Я конечно немного
ru1010	, уж тебе то		тебе	должно быть	inf	P	O		1					должно быть до лампочки его интерфейс.
ru1010	Но уж воду то		воду	смочь	future	N	O			1				она сможет выпить? Да. Воду она выпила,
ru1010	, уж он то		он	-	-	P	S		1					в футболе и все что с футболом связано
